Symbol,Name,Asset Class,Assets,Avg. Daily Volume,Price,Inverse,Leveraged,Smart Beta,Currency Hedged,1 Week Returns,1 Month Returns,YTD Price Change,1 Year Returns,3 Year Returns,5 Year Returns,1 Week FF,4 Week FF,YTD FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Annual Dividend Rate,Dividend Date,Dividend, Annual Dividend Yield %, Dividend Frequency, Standard Deviation,P/E Ratio,Beta,5-Day Volatility,20-Day Volatility,50-Day Volatility,200-Day Volatility,Issuer,# of Holdings,% In Top 10,% In Top 15,% In Top 50,ST Cap Gains,LT Cap Gains,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity,Expenses,Performance,Volatility,ETF Database Pro,Dividend.1,Concentration,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),ESG Exclusion Criteria (%),Sustainable Impact Solutions (%),Type
BKMC,BNY Mellon US Mid Cap Core Equity ETF,Equity,312495000,43516,87.13,False,False,False,False,-3.04%,-9.66%,-13.95%,-3.05%,0.41%,11.99%,0.0,-154.2598,-139.8122,-117.9874,206.981,258.974431,Mid Cap Growth Equities,2020-04-09,0.04%,1.53,2025-04-01,0.33,1.65%,Quarterly,5.55%,16.77,0.98,158.90%,49.39%,34.74%,26.74%,BNY Mellon,399,5.81%,8.38%,23.45%,40%,20%,1099,82.33,100.77,86.15,88.30,38.91,nan,A+,nan,nan,nan,B,nan,6.17,64.66%,39.96%,126.45,6.02%,6.85%,Equity
KSTR,KraneShares SSE Star Market 50 Index ETF,Equity,34039500,44033,13.66,False,False,False,False,1.04%,-4.14%,4.83%,30.97%,-5.80%,nan,-1.381296,-1.358881,-6.213604,3.76483,-13.711889,70.583589,China Equities,2021-01-27,0.89%,0.00,nan,nan,0.00%,Annually,1.84%,0.03,0.63,412.71%,47.68%,41.10%,39.66%,CICC,51,52.77%,63.26%,99.91%,40%,20%,1099,12.40,14.59,13.55,13.82,49.51,A,C+,nan,C,B-,B-,nan,3.07,5.66%,1.40%,94.79,0.62%,0.91%,Equity
EWUS,iShares MSCI United Kingdom Small-Cap ETF,Equity,35602700,5140,35.32,False,False,False,False,2.01%,-1.19%,1.75%,9.40%,-0.43%,6.87%,0.0,-3.312805,-10.274265,-4.466995,-37.213585,-43.654535,Europe Equities,2012-01-25,0.59%,1.27,2024-12-17,0.85,3.49%,Semi-Annually,1.42%,10.18,1.2,167.42%,38.76%,28.13%,23.47%,BlackRock Inc.,210,17.13%,23.98%,54.01%,40%,20%,1099,31.83,36.99,35.29,35.33,53.3,C+,C+,C+,B,B-,B-,A-,7.9,60.76%,96.05%,52.12,3.14%,9.62%,Equity
FMAY,FT Vest U.S. Equity Buffer Fund - May,Equity,785151000,20259,43.58,False,False,False,False,-3.01%,-6.20%,-8.12%,1.53%,5.04%,nan,1.088975,-2.174125,14.90945,229.92015,566.792025,679.387825,Volatility Hedged Equity,2020-05-15,0.85%,0.00,nan,nan,0.00%,Annually,1.67%,0.03,0.56,59.48%,32.49%,22.62%,16.85%,First Trust Advisors LP,1,0.00%,0.00%,0.00%,40%,20%,1099,42.34,47.81,43.28,43.92,38.82,A-,C,B,A,B+,nan,nan,,nan,nan,nan,nan,nan,Equity
EPU,iShares MSCI Peru and Global Exposure ETF,Equity,134308000,77557,43.48,False,False,False,False,0.79%,-2.49%,9.76%,14.72%,13.23%,16.87%,0.0,0.0,59.457845,19.71627,-82.50032,17.712905,Mid Cap Blend Equities,2009-06-19,0.59%,2.29,2024-12-17,1.30,5.21%,Semi-Annually,1.73%,9.23,0.9,25.39%,45.87%,33.25%,26.50%,BlackRock Inc.,26,72.94%,84.56%,100.00%,40%,20%,1099,39.20,46.63,42.95,44.02,53.92,A,B-,B-,B+,B,A-,B-,5.33,0.00%,25.34%,233.62,0.00%,4.65%,Equity
EQWL,Invesco S&P 100 Equal Weight ETF,Equity,1065770000,79719,94.58,False,False,False,False,-3.35%,-8.53%,-7.05%,6.64%,6.75%,15.06%,-3.8362,41.22273,203.73186,456.60649,890.79332,929.87764,Large Cap Blend Equities,2006-12-01,0.25%,1.97,2025-03-24,0.53,2.01%,Quarterly,5.36%,15.11,0.98,64.08%,41.61%,28.59%,21.83%,Invesco,102,11.41%,16.85%,53.18%,40%,20%,1099,90.76,107.08,93.53,95.79,39.28,B+,A-,B+,B,A-,B+,B,6.46,47.91%,50.12%,126.35,17.27%,1.91%,Equity
BOCT,Innovator U.S. Equity Buffer ETF - October,Equity,223943000,74852,39.68,False,False,False,False,-3.11%,-6.26%,-8.20%,0.14%,5.56%,10.59%,0.0,-35.91075,-3.85125,63.259,93.06125,76.4915,Volatility Hedged Equity,2018-10-01,0.79%,0.00,nan,nan,0.00%,Annually,1.22%,0.03,0.65,82.32%,34.97%,24.12%,18.10%,Innovator,2,100.00%,100.00%,100.00%,40%,20%,1099,38.47,43.56,39.46,39.84,39.63,B,B-,A,B-,B,C+,nan,,nan,nan,nan,nan,nan,Equity
WFH,Direxion Work From Home ETF,Equity,16984600,1140,52.22,False,False,False,False,-5.06%,-13.82%,-18.74%,0.32%,-4.83%,nan,0.0,0.0,-4.6605,-10.2098,-40.4005,-1.78795,All Cap Equities,2020-06-25,0.45%,0.31,2025-03-25,0.02,0.54%,Quarterly,5.56%,,0.94,158.46%,58.26%,43.18%,34.62%,Rafferty Asset Management,41,28.76%,42.08%,99.98%,40%,20%,1099,49.46,62.62,51.90,52.43,36.86,C+,B+,nan,C,C+,B-,nan,6.56,55.61%,54.42%,15.98,8.11%,2.76%,Equity
HSCZ,iShares Currency Hedged MSCI EAFE Small Cap ETF,Equity,148320000,31233,30.98,False,False,False,True,0.30%,-6.40%,-3.22%,4.37%,6.55%,12.64%,0.0,-3.148195,1.697066,24.618402,48.381561,96.160005,Foreign Small & Mid Cap Equities,2015-06-29,0.43%,1.04,2024-12-20,0.63,3.27%,Semi-Annually,0.86%,11.1,0.8,97.54%,35.11%,24.69%,18.67%,BlackRock Inc.,2,100.00%,100.00%,100.00%,40%,20%,1099,28.74,33.84,30.75,31.20,45.36,B+,B,A-,A,A,A,nan,6.58,54.81%,55.10%,130.46,3.67%,9.94%,Equity
TDVG,T. Rowe Price Dividend Growth ETF,Equity,751775000,66397,37.42,False,False,False,False,-3.73%,-6.81%,-5.21%,4.04%,4.86%,nan,4.304282,14.481047,28.079558,344.349182,561.720822,668.234887,Large Cap Growth Equities,2020-08-04,0.50%,0.43,2025-03-27,0.12,1.10%,Quarterly,1.44%,2.26,0.87,98.69%,39.29%,26.95%,20.45%,T. Rowe Price Group Inc.,100,26.54%,33.79%,74.84%,40%,20%,1099,36.11,41.76,37.00,37.89,40.21,B-,B-,nan,A,B,C+,nan,6.58,65.26%,55.03%,128.76,7.23%,2.13%,Equity
SPMO,Invesco S&P 500® Momentum ETF,Equity,5099740000,1343063,85.93,False,False,True,False,-4.76%,-8.78%,-9.39%,15.49%,13.70%,18.25%,67.1291,123.62742,1890.72075,4231.76173,5245.96143,5274.83397,Large Cap Growth Equities,2015-10-09,0.13%,0.51,2025-03-24,0.18,0.56%,Quarterly,6.83%,17.92,0.89,63.78%,56.81%,39.18%,30.56%,Invesco,100,53.83%,62.74%,90.28%,40%,20%,1099,82.01,98.41,84.69,87.33,40.78,B-,A-,B+,B,B+,B+,C+,6.25,16.11%,42.38%,88.15,23.93%,8.28%,Equity
GAMR,Amplify Video Game Leaders ETF,Equity,34798500,1657,62.00,False,False,False,False,-3.91%,-9.45%,-5.26%,16.60%,-3.76%,6.85%,0.0,0.0,-3.5675,-6.724,-32.741,-93.8725,Consumer Discretionary Equities,2016-03-08,0.59%,0.40,2024-12-30,0.38,0.61%,Annually,4.12%,0.04,0.86,202.27%,58.71%,42.59%,33.07%,Amplify Investments,22,72.67%,87.48%,100.02%,40%,20%,1099,57.72,71.89,62.00,62.00,42.62,B-,B-,C,C+,C,C,B-,6.33,43.86%,44.77%,13.53,8.40%,9.04%,Equity
WWJD,Inspire International ETF,Equity,293550000,41567,30.54,False,False,False,False,1.21%,-2.79%,5.55%,8.73%,4.09%,13.28%,-4.5945,-15.0375,-16.503,-4.7015,148.067,217.46,Foreign Large Cap Equities,2019-09-30,0.69%,0.83,2025-03-27,0.08,2.65%,Quarterly,0.90%,0.04,1.02,129.32%,42.08%,28.91%,22.17%,Inspire Impact Group LLC,201,5.80%,8.56%,27.26%,40%,20%,1099,27.93,32.29,29.99,31.00,51.67,B,C,nan,C+,C,C,nan,7.47,37.62%,87.53%,180.77,5.86%,8.06%,Equity
NORW,Global X MSCI Norway ETF,Equity,49234700,13273,25.44,False,False,False,False,0.62%,-6.81%,8.42%,10.80%,-3.21%,10.27%,1.024544,1.032174,-1.185687,-4.9938,-44.877302,47.387434,Europe Equities,2010-09-11,0.51%,1.41,2024-12-30,0.60,5.42%,Semi-Annually,0.88%,8.79,0.91,121.25%,54.28%,36.92%,28.09%,Mirae Asset Global Investments Co. Ltd.,60,63.50%,74.07%,98.37%,40%,20%,1099,23.13,28.54,25.26,25.76,48.84,B+,B-,C,C,B-,A,B,8.36,84.21%,99.49%,174.42,7.12%,12.08%,Equity
SQEW,LeaderShares Equity Skew ETF,Equity,59020000,19981,28.89,False,False,False,False,-2.32%,-9.45%,-14.16%,-4.76%,-2.48%,nan,-0.73175,-6.00425,-62.6535,-60.56125,-53.7255,47.920974,Global Equities,2020-05-11,0.84%,0.45,2024-12-30,0.10,1.53%,Annually,1.60%,0.05,0.91,143.90%,40.23%,28.77%,23.32%,Redwood,156,70.13%,74.25%,86.87%,40%,20%,1099,27.14,33.09,28.69,29.10,38.23,B+,C+,nan,B,B-,C+,nan,5.97,6.50%,35.66%,108.54,7.35%,6.65%,Equity
SPYC,Simplify US Equity PLUS Convexity ETF,Equity,57283100,11275,33.84,False,False,False,False,-5.40%,-3.56%,-9.37%,5.14%,3.95%,nan,0.867925,-7.7073,-7.7073,-4.961875,-43.016937,37.820688,Large Cap Growth Equities,2020-09-03,0.53%,0.36,2025-03-26,0.08,1.02%,Quarterly,1.96%,0.03,0.9,197.79%,71.89%,49.33%,38.11%,Simplify,3,100.01%,100.01%,100.01%,40%,20%,1099,32.22,36.74,33.55,34.18,45.07,B,B,nan,A-,B,C+,nan,6.42,73.35%,48.43%,94.23,12.09%,6.96%,Equity
PDEC,Innovator U.S. Equity Power Buffer ETF - December,Equity,948732000,92992,35.98,False,False,False,False,-2.41%,-4.81%,-6.35%,0.25%,5.06%,7.54%,0.0,-11.773473,20.743963,147.477763,617.395913,794.255843,Volatility Hedged Equity,2019-12-01,0.79%,0.00,nan,nan,0.00%,Annually,0.85%,0.03,0.47,65.23%,26.74%,18.57%,14.09%,Innovator,2,100.00%,100.00%,100.00%,40%,20%,1099,35.19,38.64,35.80,36.21,39.72,A-,C+,nan,A,nan,nan,nan,,nan,nan,nan,nan,nan,Equity
BJK,VanEck Gaming ETF,Equity,25300000,2984,36.33,False,False,False,False,-0.41%,-8.37%,-10.43%,-5.61%,-0.59%,5.78%,0.0,-0.952453,-2.977943,-14.489828,-62.219918,-7.476997,Consumer Discretionary Equities,2008-01-22,0.67%,1.17,2024-12-23,1.17,3.12%,Annually,1.94%,12.14,1.3,136.27%,44.29%,34.10%,26.81%,VanEck,32,58.88%,75.67%,99.98%,40%,20%,1099,33.53,40.25,36.21,36.39,42.64,B,B-,C+,B-,C+,B,B,6.48,71.19%,50.91%,46.86,99.87%,0.00%,Equity
FUNL,CornerCap Fundametrics Large-Cap ETF,Equity,173247000,2943,37.82,False,False,False,False,-2.68%,-9.48%,-9.21%,1.95%,3.89%,nan,0.0,-1.137756,-3.729363,-19.44863,29.901998,130.173574,Large Cap Value Equities,2020-08-19,0.50%,0.74,2024-12-11,0.74,1.87%,Annually,2.20%,0.05,0.91,111.81%,43.29%,29.66%,22.46%,EPWA Holding Co. LLC,154,14.36%,19.64%,50.16%,40%,20%,1099,35.98,43.35,37.45,38.24,38.54,C,C+,B,A,C,C+,nan,6.42,40.07%,48.52%,153.33,12.71%,2.74%,Equity
HKND,Humankind US Stock ETF,Equity,142310000,560,29.31,False,False,False,False,-3.08%,-8.36%,-7.62%,-0.73%,1.15%,nan,0.0,0.0,1.6445,8.2445,20.58534,123.76584,All Cap Equities,2021-02-24,0.11%,0.55,2025-03-14,0.10,1.83%,Quarterly,1.07%,0.06,0.83,111.26%,37.22%,25.60%,19.67%,Humankind USA LLC,978,24.23%,31.48%,60.13%,40%,20%,1099,28.08,32.92,29.31,29.31,39.34,C,A,nan,A,B+,B,nan,6.65,71.65%,57.88%,67.32,3.02%,7.02%,Equity
FOCT,FT Vest U.S. Equity Buffer ETF - October,Equity,753846000,70467,39.31,False,False,False,False,-3.06%,-6.00%,-7.79%,-1.54%,4.23%,nan,0.98285,-45.3387,-19.5469,255.7594,536.804025,706.091725,Volatility Hedged Equity,2020-10-16,0.85%,0.00,nan,nan,0.00%,Annually,1.03%,0.03,0.61,82.80%,32.84%,22.80%,17.39%,First Trust Advisors LP,2,100.00%,100.00%,100.00%,40%,20%,1099,38.09,43.10,39.00,39.69,39.61,B+,C+,nan,A-,B-,C+,nan,,nan,nan,nan,nan,nan,Equity
SSPY,Stratified LargeCap Index ETF,Equity,87683200,1981,72.37,False,False,True,False,-2.83%,-7.64%,-7.27%,-0.27%,1.95%,13.37%,0.0,0.0,5.81975,-4.221302,-19.328552,27.826448,Large Cap Blend Equities,2019-01-04,0.45%,0.27,2024-12-30,0.27,0.36%,Annually,2.62%,0.04,1.02,131.35%,41.74%,28.58%,21.82%,Exchange Traded Concepts,504,8.24%,11.50%,27.75%,40%,20%,1099,69.10,81.21,72.08,72.73,40.79,C,B+,B-,B,B-,B,nan,6.71,77.03%,60.60%,169.98,8.87%,5.60%,Equity
TDV,ProShares S&P Technology Dividend Aristocrats ETF,Equity,204726000,11608,65.77,False,False,False,False,-3.11%,-10.85%,-12.59%,-1.22%,3.92%,14.30%,0.0,-9.966623,-19.958007,-57.953807,68.749138,110.481586,Technology Equities,2019-11-05,0.45%,0.89,2025-03-26,0.21,1.30%,Quarterly,3.28%,0.03,1.05,178.07%,57.18%,39.55%,30.04%,Proshare Advisors LLC,39,31.18%,45.33%,99.99%,40%,20%,1099,61.55,76.82,65.28,66.04,39.26,B-,A-,B,A,A,A,A+,7.07,78.59%,75.49%,17.66,5.81%,5.15%,Equity
EJAN,Innovator Emerging Markets Power Buffer ETF January,Equity,104392000,28546,29.48,False,False,False,False,-0.20%,-3.49%,0.14%,3.91%,1.64%,4.06%,-1.46999,-7.278468,-8.97645,-46.067713,5.278335,72.945085,Volatility Hedged Equity,2020-01-01,0.89%,0.00,nan,nan,0.00%,Annually,0.68%,0.05,0.47,48.46%,22.64%,16.13%,13.61%,Innovator,2,100.00%,100.00%,100.00%,40%,20%,1099,28.33,31.05,29.38,29.59,46.42,A-,C+,nan,nan,nan,C,nan,,nan,nan,nan,nan,nan,Equity
CNBS,Amplify Seymour Cannabis ETF,Equity,64004800,62591,15.58,False,False,False,False,4.68%,-11.40%,-36.68%,-109.03%,-95.36%,-84.15%,0.0,0.0,75.052499,74.320644,75.677994,230.466814,Small Cap Blend Equities,2019-07-23,0.77%,128.59,2024-12-30,10.72,798.96%,Annually,3.26%,,1.62,61.44%,50.16%,47.83%,0.00%,Amplify Investments,23,95.13%,98.52%,100.00%,40%,20%,1099,13.73,18.04,15.21,16.16,55.4,B-,C+,nan,nan,nan,C+,nan,,nan,nan,nan,nan,nan,Equity
JOET,Virtus Terranova U.S. Quality Momentum ETF,Equity,153545000,50227,34.15,False,False,False,False,-3.48%,-7.48%,-9.61%,7.06%,5.85%,nan,3.5019,0.02265,24.986,50.54365,39.66925,137.3887,Large Cap Blend Equities,2020-11-17,0.29%,0.27,2024-12-20,0.27,0.75%,Annually,2.47%,0.06,1.02,130.91%,47.17%,33.41%,26.54%,Virtus Investment Partners,126,10.11%,14.87%,45.73%,40%,20%,1099,32.65,38.41,33.69,34.68,40.8,B,B+,B-,C+,B,B+,nan,6.49,53.32%,51.25%,91.72,5.58%,4.95%,Equity
FRDM,Freedom 100 Emerging Markets ETF,Equity,950296000,160175,34.53,False,False,False,False,0.55%,-3.82%,6.45%,11.12%,4.91%,13.55%,20.62383,72.573005,40.572185,136.14784,650.93681,837.415925,Emerging Markets Equities,2019-05-23,0.49%,1.07,2025-03-28,0.27,2.99%,Quarterly,1.13%,0.05,1.05,151.57%,42.69%,30.83%,25.08%,ETF Architect,118,40.20%,51.39%,83.82%,40%,20%,1099,31.53,37.02,34.23,34.91,50.7,C+,B-,B,C,C,nan,nan,6.12,43.64%,38.79%,167.67,1.35%,3.32%,Equity
CHGX,Stance Sustainable Beta ETF,Equity,130035000,15759,21.93,False,False,True,False,-3.43%,-41.21%,-42.24%,-35.12%,-10.02%,2.35%,0.0,-0.650884,-2.769147,-3.597142,-17.477914,79.278836,Large Cap Growth Equities,2024-11-14,0.49%,0.29,2024-12-23,0.29,1.23%,Annually,3.37%,20.64,1.05,317.03%,157.23%,102.25%,73.59%,ETF Architect,102,12.01%,17.71%,54.31%,40%,20%,1099,14.97,44.02,21.62,22.28,19.84,B,B-,B,B,B,B-,nan,7.0,91.41%,72.89%,18.12,2.18%,5.08%,Equity
DYNF,iShares U.S. Equity Factor Rotation Active ETF,Equity,14205400000,2061527,44.92,False,False,False,False,-4.45%,-8.51%,-12.05%,7.95%,10.94%,15.59%,54.839195,344.602825,2585.796983,7131.169955,14276.810933,14266.248895,Large Cap Growth Equities,2019-03-19,0.27%,0.47,2025-03-18,0.17,0.97%,Quarterly,3.07%,18.26,0.97,33.10%,45.61%,32.30%,24.97%,BlackRock Inc.,109,44.64%,56.05%,92.73%,40%,20%,1099,43.24,51.12,44.38,45.52,38.67,B,B,B-,B+,B+,A-,nan,6.32,21.87%,44.35%,94.78,16.75%,6.63%,Equity
FSZ,First Trust Switzerland AlphaDEX Fund,Equity,61900300,3613,68.09,False,False,True,False,0.69%,-1.89%,8.59%,13.62%,5.05%,11.50%,0.0,-3.38505,-19.9421,-29.72215,-35.128473,-56.916706,Europe Equities,2012-02-14,0.80%,1.17,2025-03-27,0.04,1.68%,Quarterly,2.53%,17.02,0.86,136.23%,33.77%,24.04%,19.85%,First Trust,41,41.36%,57.31%,100.00%,40%,20%,1099,62.24,71.90,67.49,68.74,52.85,B,C,B,B+,B-,C+,B-,7.61,8.96%,90.77%,128.09,4.05%,5.15%,Equity
PSL,Invesco Dorsey Wright Consumer Staples Momentum ETF,Equity,89042500,4006,106.08,False,False,True,False,-1.97%,1.36%,1.29%,15.64%,7.07%,12.98%,0.0,-1.06498,-3.18971,-4.32799,-31.13879,-80.05526,Consumer Staples Equities,2006-10-12,0.60%,0.66,2025-03-24,0.22,0.61%,Quarterly,5.46%,19.54,0.73,2.37%,26.60%,21.45%,17.60%,Invesco,47,33.74%,47.44%,100.00%,40%,20%,1099,103.10,110.41,104.90,107.63,47.87,B-,B-,A-,A-,B,B-,B+,6.65,48.42%,57.80%,46.27,13.02%,22.11%,Equity
GSC,Goldman Sachs Small Cap Core Equity ETF,Equity,121073000,22475,42.55,False,False,False,False,-3.23%,-10.39%,-16.95%,-7.36%,nan,nan,0.0,0.00675,-1.48325,113.49975,135.6625,135.6625,Small Cap Blend Equities,2023-10-03,0.75%,0.34,2025-03-25,0.03,0.77%,Quarterly,2.89%,,1.24,98.58%,49.16%,34.84%,27.97%,Goldman Sachs,23,83.38%,95.07%,100.01%,40%,20%,1099,40.47,49.43,42.05,43.09,38.19,B,C,A+,B-,C+,B-,nan,5.69,28.63%,30.36%,78.06,3.67%,9.64%,Equity
HAP,VanEck Natural Resources ETF,Equity,146773000,9238,47.33,False,False,True,False,0.26%,-5.87%,3.79%,-4.70%,-3.11%,15.42%,0.0,0.0,14.173995,42.587935,3.646185,84.09288,Large Cap Blend Equities,2008-08-29,0.43%,1.21,2024-12-23,1.21,2.52%,Annually,1.55%,8.65,1.01,151.61%,43.25%,29.46%,23.14%,VanEck,108,38.51%,47.57%,78.32%,40%,20%,1099,43.48,51.98,46.96,47.62,47.72,B,B,C,C,B-,A-,B,6.88,85.22%,67.96%,400.55,17.93%,5.34%,Equity
GOAU,US Global GO GOLD and Precious Metal Miners ETF,Equity,120539000,32562,28.23,False,False,True,False,3.82%,17.30%,49.01%,50.48%,10.58%,14.71%,0.0,0.0,-3.354,-15.4165,-17.273,20.8435,Materials,2017-06-27,0.60%,0.40,2024-12-24,0.40,1.49%,Annually,1.91%,16.88,0.99,79.92%,50.12%,39.11%,34.46%,US Global Investors,29,56.73%,72.72%,100.01%,40%,20%,1099,21.88,28.66,27.70,28.87,71.67,nan,B-,nan,nan,nan,C+,nan,7.43,99.38%,86.81%,199.9,0.00%,0.00%,Equity
WEBL,Direxion Daily Dow Jones Internet Bull 3X Shares,Equity,91903700,353071,14.12,False,3x,False,False,-13.16%,-32.47%,-47.26%,-9.23%,-15.29%,-8.00%,0.0,2.29095,-10.0588,-71.0642,-77.5629,181.56185,Leveraged Equities,2019-11-07,0.98%,0.03,2025-03-25,0.03,0.14%,Quarterly,5.83%,0.04,3.41,434.26%,157.19%,119.01%,94.56%,Rafferty Asset Management,42,78.00%,85.34%,100.02%,40%,20%,1099,11.48,23.65,13.51,14.86,36.26,B+,C+,nan,C,C,C+,nan,5.64,21.02%,29.73%,24.42,12.17%,0.37%,Equity
DAPR,FT Vest U.S. Equity Deep Buffer ETF - April,Equity,212640000,46621,34.87,False,False,False,False,-3.25%,-6.59%,-6.29%,4.39%,3.48%,nan,10.5174,-4.218575,-29.41305,-10.893075,81.4693,174.1797,Volatility Hedged Equity,2021-04-16,0.85%,0.00,nan,nan,0.00%,Annually,1.17%,,0.41,76.70%,39.00%,25.68%,18.42%,First Trust,3,100.00%,100.00%,100.00%,40%,20%,1099,33.82,38.50,34.68,35.08,40.37,A-,C+,B,C+,B-,C+,nan,,nan,nan,nan,nan,nan,Equity
FGM,First Trust Germany AlphaDEX Fund,Equity,14420200,7125,47.43,False,False,True,False,1.61%,-1.96%,23.50%,26.69%,7.21%,10.23%,0.0,-2.1149,5.36815,3.40785,-13.020471,-79.05944,Europe Equities,2012-02-14,0.80%,0.83,2024-12-13,0.03,1.68%,Quarterly,3.34%,6.83,1.11,139.96%,46.62%,37.77%,29.22%,First Trust,41,44.66%,60.33%,100.00%,40%,20%,1099,42.30,49.89,46.77,48.32,55.33,B,C,C,C+,C,C+,B-,6.75,10.64%,62.28%,212.01,27.20%,3.33%,Equity
FDNI,First Trust Dow Jones International Internet ETF,Equity,113112000,71667,28.07,False,False,False,False,-3.31%,-13.60%,2.86%,29.87%,6.30%,2.10%,0.0,73.85075,69.80445,75.7511,68.5383,130.1828,Large Cap Growth Equities,2018-11-05,0.65%,0.29,2024-12-13,0.22,0.97%,Quarterly,3.17%,26.04,0.8,240.05%,50.68%,42.94%,36.38%,First Trust,41,65.36%,79.51%,100.02%,40%,20%,1099,26.04,33.26,27.73,28.39,41.89,B-,C+,A,C,B-,C,nan,5.86,33.16%,33.12%,17.32,0.46%,0.02%,Equity
IEZ,iShares U.S. Oil Equipment & Services ETF,Equity,121006000,159370,16.03,False,False,False,False,0.94%,-17.71%,-18.71%,-28.36%,-6.59%,20.92%,-0.798524,-6.75395,-2.695955,-97.274612,-147.291033,105.733892,Energy Equities,2006-05-01,0.40%,0.35,2025-03-18,0.09,2.24%,Quarterly,1.56%,20.96,1.95,199.17%,84.29%,57.73%,44.25%,BlackRock Inc.,32,76.63%,87.07%,100.00%,40%,20%,1099,13.70,21.22,15.80,16.27,39.19,B+,B+,A-,B,B+,B,B+,6.57,57.14%,54.83%,118.6,1.68%,0.68%,Equity
DWUS,AdvisorShares Dorsey Wright FSM US Core ETF,Equity,103394000,1870,43.33,False,False,False,False,-4.13%,-7.83%,-9.90%,5.60%,5.61%,12.82%,0.0,-1.471463,-1.471463,-2.963647,-5.920797,31.155151,Diversified Portfolio,2019-12-26,1.10%,0.09,2024-12-23,0.09,0.19%,Annually,2.40%,0.03,0.96,125.31%,49.15%,35.44%,27.63%,AdvisorShares,3,100.00%,100.00%,100.00%,40%,20%,1099,41.25,49.14,43.30,43.35,40.55,C+,C+,B-,C,C,C,nan,6.38,29.88%,46.57%,133.55,12.53%,6.56%,Equity
PXI,Invesco Dorsey Wright Energy Momentum ETF,Equity,45391200,5211,37.86,False,False,True,False,0.21%,-13.92%,-14.34%,-20.48%,-4.14%,27.34%,-0.76978,-0.76978,-10.12685,-13.49569,-182.69473,-30.02013,Energy Equities,2006-10-12,0.60%,0.75,2025-03-24,0.16,1.91%,Quarterly,2.72%,6.46,1.68,196.36%,68.83%,48.43%,38.13%,Invesco,41,39.49%,52.28%,100.01%,40%,20%,1099,33.83,46.76,37.53,38.28,41.37,C+,B-,A,B+,B,B-,B+,5.93,14.29%,34.93%,524.36,3.92%,0.17%,Equity
FBCV,Fidelity Blue Chip Value ETF,Equity,118900000,15159,29.82,False,False,False,False,-3.19%,-6.65%,-5.24%,1.26%,1.58%,nan,0.0,-0.738612,4.030458,-4.527253,2.845843,98.955053,Large Cap Blend Equities,2020-06-02,0.59%,0.56,2025-03-21,0.14,1.82%,Quarterly,1.20%,16.25,0.76,115.74%,35.96%,25.02%,19.06%,Fidelity,109,28.35%,38.30%,76.35%,40%,20%,1099,28.88,32.95,29.57,30.12,40.94,B,B-,C,B+,C+,C,nan,6.69,75.36%,59.83%,104.76,11.57%,1.32%,Equity
PBJ,Invesco Food & Beverage ETF,Equity,94088400,11330,45.67,False,False,True,False,-0.98%,1.74%,-1.25%,-2.45%,-0.77%,10.31%,0.0,0.95876,-4.68788,-32.47803,-166.66005,9.66151,Consumer Staples Equities,2005-06-23,0.62%,0.67,2025-03-24,0.22,1.43%,Quarterly,1.13%,17.41,0.63,74.81%,28.53%,21.50%,18.05%,Invesco,31,46.70%,61.85%,100.01%,40%,20%,1099,43.87,46.86,45.22,46.09,50.22,A-,C+,A,B,B-,C+,B-,6.53,46.32%,53.12%,48.97,14.26%,12.41%,Equity
IAK,iShares U.S. Insurance ETF,Equity,704514000,69284,125.90,False,False,False,False,-4.06%,-6.65%,0.11%,13.47%,12.68%,21.77%,0.0,-25.507032,-35.73938,11.053178,192.516446,450.810571,Financials Equities,2006-05-01,0.39%,2.25,2025-03-18,0.78,1.73%,Quarterly,8.10%,12.16,0.83,114.01%,40.31%,29.13%,23.75%,BlackRock Inc.,56,67.19%,78.65%,99.58%,40%,20%,1099,122.14,141.67,124.03,128.39,42.1,B+,B,A,A-,B+,B+,B,6.02,22.07%,36.66%,1.94,0.00%,0.00%,Equity
MIDU,Direxion Daily Mid Cap Bull 3X Shares,Equity,59849900,93584,30.03,False,3x,False,False,-8.31%,-30.83%,-42.91%,-32.07%,-18.54%,18.17%,0.0,3.7582,-0.0247,19.9843,30.7069,-1.27175,Leveraged Equities,2009-01-08,0.99%,0.69,2025-03-25,0.17,2.07%,Quarterly,7.35%,0.04,3.38,472.83%,156.42%,108.30%,83.60%,Rafferty Asset Management,402,57.42%,58.74%,66.14%,40%,20%,1099,23.89,48.39,28.92,31.39,37.37,B,C+,C+,B-,B-,B-,B+,5.94,29.55%,35.11%,109.02,2.63%,4.57%,Equity
